Health Status,Name,IP,OS,Protection,Last user,Last active,Group,Tamper protection
Healthy,GJWS-0470,10.65.4.181;,Windows 10 Enterprise,Intercept X Advanced,e022140,"Jul 7, 2023 2:31 PM",,On
Healthy,GJWS-1088,10.55.4.135;,Windows 10 Enterprise,Intercept X Advanced,e018230,"Jul 7, 2023 2:31 PM",,On
Questionable,GJWS-1147,10.23.4.179;,Windows 10 Enterprise,Intercept X Advanced,e006777,"Jul 7, 2023 2:31 PM",,On
Questionable,GJWS-1680,10.51.5.112;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:31 PM",,On
Healthy,GJWS-4001,10.55.4.80;,Windows 10 Enterprise,Intercept X Advanced,c900298,"Jul 7, 2023 2:31 PM",,On
Healthy,GJLT-0394,10.55.4.86;,Windows 10 Enterprise,Intercept X Advanced,e003262,"Jul 7, 2023 2:30 PM",,On
Healthy,GJLT-0853,10.25.4.175;,Windows 10 Enterprise,Intercept X Advanced,e019595,"Jul 7, 2023 2:30 PM",,On
Healthy,GJLT-1595,10.67.5.173;,Windows 10 Enterprise,Intercept X Advanced,e104288,"Jul 7, 2023 2:30 PM",,On
Healthy,GJLT-1654,10.54.4.174;,Windows 10 Enterprise,Intercept X Advanced,e016646,"Jul 7, 2023 2:30 PM",,On
Healthy,GJLT-1689,10.54.4.155;,Windows 10 Enterprise,Intercept X Advanced,e005616,"Jul 7, 2023 2:30 PM",,On
Healthy,GJLT-1694,10.18.4.182;10.18.5.100;,Windows 10 Enterprise,Intercept X Advanced,e100946,"Jul 7, 2023 2:30 PM",,On
Healthy,GJPC-0079,10.54.4.126;10.54.5.116;10.70.185.239;,Windows 11 Enterprise,Intercept X Advanced,e008412,"Jul 7, 2023 2:30 PM",,On
Healthy,GJPC-0212,10.42.4.102;,Windows 10 Enterprise,Intercept X Advanced,e104356,"Jul 7, 2023 2:30 PM",,On
Healthy,GJWS-0554,10.55.4.65;,Windows 10 Enterprise,Intercept X Advanced,e104013,"Jul 7, 2023 2:30 PM",,On
Questionable,GJWS-0843,10.54.4.112;,Windows 10 Enterprise,Intercept X Advanced,TeamsRoom,"Jul 7, 2023 2:30 PM",,On
Questionable,GJWS-1511,10.64.34.183;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:30 PM",,On
Healthy,GJPC-0410,10.31.4.100;,Windows 10 Enterprise,Intercept X Advanced,e021295,"Jul 7, 2023 2:29 PM",,On
Healthy,GJWS-0343,10.64.4.171;,Windows 10 Enterprise,Intercept X Advanced,e008848,"Jul 7, 2023 2:29 PM",,On
Healthy,GJWS-0795,10.64.4.159;,Windows 10 Enterprise,Intercept X Advanced,e101689,"Jul 7, 2023 2:29 PM",,On
Healthy,GJWS-1068,10.25.4.109;,Windows 10 Enterprise,Intercept X Advanced,e021928,"Jul 7, 2023 2:29 PM",,On
Healthy,GJWS-1131,192.168.248.117;,Windows 10 Enterprise,Intercept X Advanced,e101906,"Jul 7, 2023 2:29 PM",,On
Questionable,GJWS-1553,172.24.36.65;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:29 PM",,On
Healthy,p617gjec,192.168.7.175;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,gjamespc,"Jul 7, 2023 2:29 PM",,On
Healthy,GJLT-0992,10.36.4.181;10.36.5.100;,Windows 10 Enterprise,Intercept X Advanced,e103634,"Jul 7, 2023 2:28 PM",,On
Healthy,GJLT-1520,10.35.5.179;,Windows 10 Enterprise,Intercept X Advanced,e103571,"Jul 7, 2023 2:28 PM",,On
Healthy,GJPC-0092,10.19.5.177;,Windows 10 Enterprise,Intercept X Advanced,e102579,"Jul 7, 2023 2:28 PM",,On
Healthy,GJPC-0249,10.47.4.179;10.47.5.103;,Windows 10 Enterprise,Intercept X Advanced,e103721,"Jul 7, 2023 2:28 PM",,On
Healthy,GJPC-0349,192.168.188.18;10.243.8.109;,Windows 10 Enterprise,Intercept X Advanced,e104215,"Jul 7, 2023 2:28 PM",,On
Healthy,GJWS-0919,10.18.4.101;,Windows 10 Enterprise,Intercept X Advanced,e103113,"Jul 7, 2023 2:28 PM",,On
Healthy,GJWS-1017,10.43.4.176;,Windows 10 Enterprise,Intercept X Advanced,e103416,"Jul 7, 2023 2:28 PM",,On
Healthy,GJLT-0876,10.29.4.105;10.29.5.177;,Windows 10 Enterprise,Intercept X Advanced,e017478,"Jul 7, 2023 2:27 PM",,On
Healthy,GJLT-1171,10.20.4.128;,Windows 10 Enterprise,Intercept X Advanced,e006641,"Jul 7, 2023 2:27 PM",,On
Questionable,GJLT-1426,192.168.178.45;10.52.41.56;10.243.8.172;,Windows 10 Enterprise,Intercept X Advanced,e104082,"Jul 7, 2023 2:27 PM",,On
Healthy,GJPC-0072,10.54.4.152;10.54.5.201;,Windows 10 Enterprise,Intercept X Advanced,e000758,"Jul 7, 2023 2:27 PM",,On
Healthy,GJPC-0372,10.55.5.105;10.74.189.28;,Windows 10 Enterprise,Intercept X Advanced,e103315,"Jul 7, 2023 2:27 PM",,On
Healthy,GJWS-0725,10.67.4.175;,Windows 10 Enterprise,Intercept X Advanced,e101612,"Jul 7, 2023 2:27 PM",,On
Healthy,GJWS-0729,10.64.5.109;,Windows 10 Enterprise,Intercept X Advanced,e101591,"Jul 7, 2023 2:27 PM",,On
Healthy,GJWS-0832,10.27.4.101;,Windows 10 Enterprise,Intercept X Advanced,e018910,"Jul 7, 2023 2:27 PM",,On
Healthy,GJWS-0936,10.34.4.105;,Windows 10 Enterprise,Intercept X Advanced,e104371,"Jul 7, 2023 2:27 PM",,On
Healthy,GJWS-1003,10.41.4.108;,Windows 10 Enterprise,Intercept X Advanced,e100897,"Jul 7, 2023 2:27 PM",,On
Healthy,GJWS-1008,10.41.4.177;,Windows 10 Enterprise,Intercept X Advanced,e103976,"Jul 7, 2023 2:27 PM",,On
Healthy,GJWS-1041,10.36.4.116;,Windows 10 Enterprise,Intercept X Advanced,e003137,"Jul 7, 2023 2:27 PM",,On
Healthy,GJWS-4018,10.55.4.127;,Windows 10 Enterprise,Intercept X Advanced,e022955,"Jul 7, 2023 2:27 PM",,On
Healthy,GJDC01EWS-Chris,10.11.29.181;,Windows 10 Enterprise,Intercept X Advanced,default,"Jul 7, 2023 2:26 PM",,On
Questionable,GJDC01TVW005,192.168.39.150;,Windows 10 Enterprise,Intercept X Advanced,lisec,"Jul 7, 2023 2:26 PM",,On
Healthy,GJWS-0587,10.55.4.115;,Windows 10 Enterprise,Intercept X Advanced,e103434,"Jul 7, 2023 2:26 PM",,On
Healthy,GJWS-0707,10.61.4.174;,Windows 10 Enterprise,Intercept X Advanced,e018516,"Jul 7, 2023 2:26 PM",,On
Healthy,GJWS-0709,10.61.4.105;,Windows 10 Enterprise,Intercept X Advanced,e003244,"Jul 7, 2023 2:26 PM",,On
Healthy,GJWS-0757,10.49.4.106;,Windows 10 Enterprise,Intercept X Advanced,e102825,"Jul 7, 2023 2:26 PM",,On
Healthy,GJWS-0821,10.30.4.103;,Windows 10 Enterprise,Intercept X Advanced,e022671,"Jul 7, 2023 2:26 PM",,On
Healthy,GJWS-1641,10.55.5.184;,Windows 10 Enterprise,Intercept X Advanced,e019712,"Jul 7, 2023 2:26 PM",,On
Healthy,GJLT-1529,10.48.4.177;,Windows 10 Enterprise,Intercept X Advanced,e102750,"Jul 7, 2023 2:25 PM",,On
Healthy,GJWS-0445,10.27.4.183;,Windows 10 Enterprise,Intercept X Advanced,e021883,"Jul 7, 2023 2:25 PM",,On
Questionable,GJWS-1673,10.51.5.109;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:25 PM",,On
Healthy,GJWS-4025,10.51.4.102;,Windows 10 Enterprise,Intercept X Advanced,e103676,"Jul 7, 2023 2:25 PM",,On
Healthy,p617gja220,192.168.31.184;,Windows 7 Enterprise Service Pack 1 (32 bit),Intercept X Advanced,Admin,"Jul 7, 2023 2:25 PM",,Off
Healthy,GJDC01EWS48R,192.168.39.107;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,ad-e102547,"Jul 7, 2023 2:24 PM",,On
Healthy,gjdc01vpc002,192.168.39.182;,Windows 10 Enterprise,Intercept X Advanced,e101962,"Jul 7, 2023 2:24 PM",,On
Healthy,GJWS-0601,10.55.4.145;,Windows 10 Enterprise,Intercept X Advanced,e102306,"Jul 7, 2023 2:24 PM",,On
Healthy,GJWS-1013,10.43.4.195;,Windows 10 Enterprise,Intercept X Advanced,e021820,"Jul 7, 2023 2:24 PM",,On
Healthy,GJWS-1099,10.64.4.103;,Windows 10 Enterprise,Intercept X Advanced,e103061,"Jul 7, 2023 2:24 PM",,On
Healthy,GJDC01EWS-RobB,10.11.29.108;,Windows 10 Enterprise,Intercept X Advanced,e009789,"Jul 7, 2023 2:23 PM",,On
Healthy,GJDC01EWS-SaraA,10.11.29.110;,Windows 10 Enterprise,Intercept X Advanced,e104147,"Jul 7, 2023 2:23 PM",,On
Healthy,GJLT-0314,10.27.4.102;,Windows 10 Enterprise,Intercept X Advanced,e022975,"Jul 7, 2023 2:23 PM",,On
Healthy,GJLT-0375,192.168.0.63;192.168.0.71;10.243.8.254;,Windows 10 Enterprise,Intercept X Advanced,e023317,"Jul 7, 2023 2:23 PM",,On
Healthy,GJLT-0405,10.42.4.107;,Windows 10 Enterprise,Intercept X Advanced,e009854,"Jul 7, 2023 2:23 PM",,On
Healthy,GJLT-1148,192.168.0.121;10.243.9.90;2001:8004:5170:737:1d86:f866:1717:1df2;2001:8004:5170:737:8070:8b5d:d45e:3f32,Windows 10 Enterprise,Intercept X Advanced,e103215,"Jul 7, 2023 2:23 PM",,On
Healthy,GJPC-0175,10.49.4.101;,Windows 10 Enterprise,Intercept X Advanced,e102395,"Jul 7, 2023 2:23 PM",,On
Healthy,GJPC-0421,10.47.4.181;10.47.5.178;,Windows 10 Enterprise,Intercept X Advanced,e103470,"Jul 7, 2023 2:23 PM",,On
Healthy,GJWS-0750,10.64.4.101;,Windows 10 Enterprise,Intercept X Advanced,e103469,"Jul 7, 2023 2:23 PM",,On
Healthy,GJWS-1550,192.168.47.180;,Windows 10 Enterprise,Intercept X Advanced,e101678,"Jul 7, 2023 2:23 PM",,On
Questionable,GJWS-4036,10.62.5.153;192.168.136.1;192.168.56.1;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:23 PM",,On
Healthy,GJLT-0781,10.68.5.177;,Windows 10 Enterprise,Intercept X Advanced,e002050,"Jul 7, 2023 2:22 PM",,On
Healthy,GJLT-0993,10.36.4.112;,Windows 10 Enterprise,Intercept X Advanced,e005238,"Jul 7, 2023 2:22 PM",,On
Healthy,GJPC-0395,10.20.4.114;10.20.5.113;,Windows 10 Enterprise,Intercept X Advanced,e101083,"Jul 7, 2023 2:22 PM",,On
Healthy,GJWS-0450,10.55.4.187;,Windows 10 Enterprise,Intercept X Advanced,e016929,"Jul 7, 2023 2:22 PM",,On
Healthy,GJWS-0705,10.54.4.160;,Windows 10 Enterprise,Intercept X Advanced,e100540,"Jul 7, 2023 2:22 PM",,On
Healthy,GJWS-0831,10.27.4.188;,Windows 10 Enterprise,Intercept X Advanced,e000202,"Jul 7, 2023 2:22 PM",,On
Healthy,GJWS-0954,10.33.4.118;,Windows 10 Enterprise,Intercept X Advanced,e103891,"Jul 7, 2023 2:22 PM",,On
Healthy,GJWS-0982,10.36.4.178;,Windows 10 Enterprise,Intercept X Advanced,e008102,"Jul 7, 2023 2:22 PM",,On
Healthy,GJWS-1014,10.43.4.197;,Windows 10 Enterprise,Intercept X Advanced,e018915,"Jul 7, 2023 2:22 PM",,On
Questionable,GJWS-1503,10.64.34.179;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:22 PM",,On
Healthy,GJWS-4015,10.55.4.70;,Windows 10 Enterprise,Intercept X Advanced,c900013,"Jul 7, 2023 2:22 PM",,On
Healthy,GJWS-4045,10.33.4.116;,Windows 10 Enterprise,Intercept X Advanced,e009457,"Jul 7, 2023 2:22 PM",,On
Healthy,SOE-VM36,192.168.39.125;,Windows 10 Enterprise,Intercept X Advanced,joel91,"Jul 7, 2023 2:22 PM",,On
Healthy,GJLT-0334,10.64.5.199;,Windows 10 Enterprise,Intercept X Advanced,e104244,"Jul 7, 2023 2:21 PM",,On
Healthy,GJLT-0358,10.47.5.105;,Windows 10 Enterprise,Intercept X Advanced,e100141,"Jul 7, 2023 2:21 PM",,On
Healthy,GJLT-0420,10.55.5.104;,Windows 10 Enterprise,Intercept X Advanced,e101468,"Jul 7, 2023 2:21 PM",,On
Healthy,GJLT-0890,10.44.4.100;,Windows 10 Enterprise,Intercept X Advanced,e021843,"Jul 7, 2023 2:21 PM",,On
Healthy,GJLT-1189,10.19.4.181;,Windows 10 Enterprise,Intercept X Advanced,e101397,"Jul 7, 2023 2:21 PM",,On
Healthy,GJLT-1596,10.68.4.176;10.68.5.102;192.168.114.1;192.168.146.1;,Windows 10 Enterprise,Intercept X Advanced,e009789,"Jul 7, 2023 2:21 PM",,On
Healthy,GJPC-0203,10.65.4.177;,Windows 10 Enterprise,Intercept X Advanced,e018985,"Jul 7, 2023 2:21 PM",,On
Healthy,GJPC-0277,10.34.4.102;10.34.5.103;,Windows 10 Enterprise,Intercept X Advanced,e016440,"Jul 7, 2023 2:21 PM",,On
Healthy,GJPC-0293,10.33.5.104;,Windows 10 Enterprise,Intercept X Advanced,e103240,"Jul 7, 2023 2:21 PM",,On
Healthy,GJWS-1119,10.20.4.105;,Windows 10 Enterprise,Intercept X Advanced,e102452,"Jul 7, 2023 2:21 PM",,On
Healthy,GJWS-4053,10.18.4.110;,Windows 10 Enterprise,Intercept X Advanced,e102517,"Jul 7, 2023 2:21 PM",,On
Healthy,GJDC01VPC005,192.168.39.116;,Windows 10 Enterprise,Intercept X Advanced,rimini,"Jul 7, 2023 2:20 PM",,On
Healthy,GJLT-0341,10.54.4.136;,Windows 10 Enterprise,Intercept X Advanced,e102823,"Jul 7, 2023 2:20 PM",,On
Healthy,GJLT-0700,10.56.4.116;,Windows 10 Enterprise,Intercept X Advanced,e001557,"Jul 7, 2023 2:20 PM",,On
Healthy,GJPC-0335,10.55.4.162;10.55.5.127;,Windows 10 Enterprise,Intercept X Advanced,e008460,"Jul 7, 2023 2:20 PM",,On
Healthy,GJPC-0381,10.20.5.103;,Windows 10 Enterprise,Intercept X Advanced,e021179,"Jul 7, 2023 2:20 PM",,On
Healthy,GJPC-0382,10.20.5.100;,Windows 10 Enterprise,Intercept X Advanced,e102871,"Jul 7, 2023 2:20 PM",,On
Healthy,GJPC-0505,10.54.4.208;,Windows 10 Pro,Intercept X Advanced,defaultuser0,"Jul 7, 2023 2:20 PM",,On
Healthy,GJWS-0584,10.55.4.184;,Windows 10 Enterprise,Intercept X Advanced,e021734,"Jul 7, 2023 2:20 PM",,On
Healthy,GJWS-0788,10.68.4.107;,Windows 10 Enterprise,Intercept X Advanced,e007968,"Jul 7, 2023 2:20 PM",,On
Healthy,GJWS-1095,10.64.4.107;,Windows 10 Enterprise,Intercept X Advanced,e001542,"Jul 7, 2023 2:20 PM",,On
Healthy,GJWS-1575,172.18.248.132;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:20 PM",,On
Healthy,GJDC01EWS-BPari,10.11.29.185;,Windows 10 Enterprise,Intercept X Advanced,e104362,"Jul 7, 2023 2:19 PM",,On
Healthy,GJLT-0910,10.42.4.103;,Windows 10 Enterprise,Intercept X Advanced,e019972,"Jul 7, 2023 2:19 PM",,On
Healthy,GJLT-0958,192.168.0.227;2001:8003:e52f:6a00:3cdc:e72e:a159:6d8a;2001:8003:e52f:6a00:2455:3012:d47e:e180,Windows 10 Enterprise,Intercept X Advanced,e009573,"Jul 7, 2023 2:19 PM",,On
Healthy,GJLT-1026,10.43.4.105;,Windows 10 Enterprise,Intercept X Advanced,e002296,"Jul 7, 2023 2:19 PM",,On
Healthy,GJLT-1191,10.16.4.103;,Windows 10 Enterprise,Intercept X Advanced,e103660,"Jul 7, 2023 2:19 PM",,On
Healthy,GJLT-1436,10.55.4.192;,Windows 10 Enterprise,Intercept X Advanced,e101365,"Jul 7, 2023 2:19 PM",,On
Healthy,GJLT-1660,10.43.4.100;,Windows 10 Enterprise,Intercept X Advanced,e001623,"Jul 7, 2023 2:19 PM",,On
Healthy,GJWS-0387,10.54.4.193;,Windows 10 Enterprise,Intercept X Advanced,e104145,"Jul 7, 2023 2:19 PM",,On
Healthy,GJWS-0496,10.64.4.109;,Windows 10 Enterprise,Intercept X Advanced,e101659,"Jul 7, 2023 2:19 PM",,On
Healthy,GJWS-0824,10.64.5.195;,Windows 10 Enterprise,Intercept X Advanced,e103309,"Jul 7, 2023 2:19 PM",,On
Healthy,GJWS-1145,10.24.4.177;,Windows 10 Enterprise,Intercept X Advanced,e016954,"Jul 7, 2023 2:19 PM",,On
Questionable,GJWS-1401,10.33.37.60;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:19 PM",,On
Questionable,GJWS-1501,10.64.34.101;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:19 PM",,On
Healthy,p617gjeb,192.168.7.179;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,gjamespc,"Jul 7, 2023 2:19 PM",,On
Questionable,GJDC01VPC006,192.168.39.117;,Windows 10 Enterprise,Intercept X Advanced,rimini,"Jul 7, 2023 2:18 PM",,On
Healthy,GJLT-1614,10.55.4.85;10.55.5.193;,Windows 10 Enterprise,Intercept X Advanced,e021605,"Jul 7, 2023 2:18 PM",,On
Healthy,GJPC-0294,192.168.0.17;10.243.10.173;,Windows 10 Enterprise,Intercept X Advanced,e104076,"Jul 7, 2023 2:18 PM",,On
Healthy,GJPC-0312,10.49.5.176;,Windows 10 Enterprise,Intercept X Advanced,e102422,"Jul 7, 2023 2:18 PM",,On
Healthy,GJWS-0557,10.51.4.173;,Windows 10 Enterprise,Intercept X Advanced,e103104,"Jul 7, 2023 2:18 PM",,On
Healthy,GJWS-0820,10.30.4.179;,Windows 10 Enterprise,Intercept X Advanced,e020852,"Jul 7, 2023 2:18 PM",,On
Healthy,GJWS-1012,10.43.4.102;,Windows 10 Enterprise,Intercept X Advanced,e103471,"Jul 7, 2023 2:18 PM",,On
Healthy,GJWS-4032,10.33.4.106;,Windows 10 Enterprise,Intercept X Advanced,e023465,"Jul 7, 2023 2:18 PM",,On
Healthy,GJWS-4047,10.20.4.123;,Windows 10 Enterprise,Intercept X Advanced,e103893,"Jul 7, 2023 2:18 PM",,On
Healthy,GJLT-1599,10.55.4.202;10.55.5.183;,Windows 10 Enterprise,Intercept X Advanced,e007844,"Jul 7, 2023 2:17 PM",,On
Healthy,GJLT-1657,10.43.4.106;,Windows 10 Enterprise,Intercept X Advanced,e007155,"Jul 7, 2023 2:17 PM",,On
Healthy,GJPC-0473,10.16.4.102;10.16.5.102;,Windows 10 Enterprise,Intercept X Advanced,e022641,"Jul 7, 2023 2:17 PM",,On
Questionable,GJWS-1067,10.33.37.22;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:17 PM",,On
Healthy,GJWS-1176,10.35.4.181;,Windows 10 Enterprise,Intercept X Advanced,e023903,"Jul 7, 2023 2:17 PM",,On
Healthy,GJWS-1577,172.18.248.125;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:17 PM",,On
Healthy,GJWS-1625,10.51.4.175;,Windows 10 Enterprise,Intercept X Advanced,e019971,"Jul 7, 2023 2:17 PM",,On
Healthy,GJLT-0990,10.36.4.102;,Windows 10 Enterprise,Intercept X Advanced,e101286,"Jul 7, 2023 2:16 PM",,On
Healthy,GJLT-1416,10.55.4.151;10.55.5.101;,Windows 10 Enterprise,Intercept X Advanced,e022282,"Jul 7, 2023 2:16 PM",,On
Healthy,GJLT-1605,10.67.5.174;,Windows 10 Enterprise,Intercept X Advanced,e100614,"Jul 7, 2023 2:16 PM",,On
Healthy,GJLT-1622,10.2.253.148;10.243.8.107;,Windows 10 Enterprise,Intercept X Advanced,e102735,"Jul 7, 2023 2:16 PM",,On
Healthy,GJLT-1629,10.27.5.174;192.168.117.1;192.168.182.1;,Windows 10 Enterprise,Intercept X Advanced,e021380,"Jul 7, 2023 2:16 PM",,On
Healthy,GJWS-0372,10.35.4.104;,Windows 10 Enterprise,Intercept X Advanced,e103912,"Jul 7, 2023 2:16 PM",,On
Healthy,GJWS-0379,192.168.58.180;,Windows 10 Enterprise,Intercept X Advanced,e102894,"Jul 7, 2023 2:16 PM",,On
Healthy,GJWS-0430,10.19.4.100;,Windows 10 Enterprise,Intercept X Advanced,e104068,"Jul 7, 2023 2:16 PM",,On
Healthy,GJWS-1059,10.39.4.100;,Windows 10 Enterprise,Intercept X Advanced,e103350,"Jul 7, 2023 2:16 PM",,On
Healthy,GJWS-1087,10.55.4.78;,Windows 10 Enterprise,Intercept X Advanced,e102300,"Jul 7, 2023 2:16 PM",,On
Questionable,GJWS-1543,10.64.34.150;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:16 PM",,On
Questionable,GJWS-1671,192.168.47.174;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:16 PM",,On
Questionable,GJDC01TVW006,192.168.39.199;,Windows 10 Enterprise,Intercept X Advanced,ad-e102547,"Jul 7, 2023 2:15 PM",,On
Healthy,GJLT-0999,10.36.4.104;,Windows 10 Enterprise,Intercept X Advanced,e003143,"Jul 7, 2023 2:15 PM",,On
Healthy,GJLT-1061,10.39.4.174;,Windows 10 Enterprise,Intercept X Advanced,e102713,"Jul 7, 2023 2:15 PM",,On
Healthy,GJLT-1172,10.20.4.147;,Windows 10 Enterprise,Intercept X Advanced,e008897,"Jul 7, 2023 2:15 PM",,On
Healthy,GJLT-1623,10.35.4.102;10.35.5.101;,Windows 10 Enterprise,Intercept X Advanced,e018580,"Jul 7, 2023 2:15 PM",,On
Healthy,GJPC-0168,10.58.4.108;10.58.5.101;,Windows 10 Enterprise,Intercept X Advanced,e103507,"Jul 7, 2023 2:15 PM",,On
Questionable,GJWS-0415,10.33.37.13;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:15 PM",,On
Healthy,GJWS-0895,10.42.4.180;172.20.10.5;,Windows 10 Enterprise,Intercept X Advanced,e024012,"Jul 7, 2023 2:15 PM",,On
Healthy,GJWS-0981,10.36.4.185;,Windows 10 Enterprise,Intercept X Advanced,e003142,"Jul 7, 2023 2:15 PM",,On
Healthy,GJWS-1005,10.41.4.102;,Windows 10 Enterprise,Intercept X Advanced,e104091,"Jul 7, 2023 2:15 PM",,On
Healthy,GJWS-1630,10.60.5.172;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:15 PM",,On
Healthy,GJLT-0550,10.61.4.180;,Windows 10 Enterprise,Intercept X Advanced,e007139,"Jul 7, 2023 2:14 PM",,On
Healthy,GJLT-0574,10.55.4.14;,Windows 10 Enterprise,Intercept X Advanced,e008338,"Jul 7, 2023 2:14 PM",,On
Healthy,GJLT-0720,10.35.4.105;,Windows 10 Enterprise,Intercept X Advanced,e104136,"Jul 7, 2023 2:14 PM",,On
Questionable,GJLT-0893,10.64.4.114;10.64.5.122;,Windows 10 Enterprise,Intercept X Advanced,e100158,"Jul 7, 2023 2:14 PM",,On
Healthy,GJLT-1638,10.56.5.176;192.168.136.1;192.168.233.1;,Windows 10 Enterprise,Intercept X Advanced,e022722,"Jul 7, 2023 2:14 PM",,On
Healthy,GJLT-1652,10.54.5.102;192.168.137.1;,Windows 10 Enterprise,Intercept X Advanced,e102878,"Jul 7, 2023 2:14 PM",,On
Healthy,GJPC-0308,10.49.5.104;,Windows 10 Enterprise,Intercept X Advanced,e104177,"Jul 7, 2023 2:14 PM",,On
Healthy,GJWS-1633,10.59.4.175;,Windows 10 Enterprise,Intercept X Advanced,e000588,"Jul 7, 2023 2:14 PM",,On
Healthy,GJWS-1668,192.168.47.177;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:14 PM",,On
Healthy,gjws-4023,10.64.34.185;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:14 PM",,On
Critical,GJWS-4044,10.33.4.115;,Windows 10 Enterprise,Intercept X Advanced,e009457,"Jul 7, 2023 2:14 PM",,On
Healthy,GJLT-0615,10.52.4.177;,Windows 10 Enterprise,Intercept X Advanced,e008704,"Jul 7, 2023 2:13 PM",,On
Healthy,GJLT-1029,10.43.4.180;,Windows 10 Enterprise,Intercept X Advanced,e103607,"Jul 7, 2023 2:13 PM",,On
Healthy,GJLT-1404,10.55.4.71;10.55.5.113;,Windows 11 Enterprise,Intercept X Advanced,e023065,"Jul 7, 2023 2:13 PM",,On
Healthy,GJLT-1412,10.41.4.100;10.41.5.101;,Windows 10 Enterprise,Intercept X Advanced,e016995,"Jul 7, 2023 2:13 PM",,On
Healthy,GJPC-0266,10.49.4.108;10.49.5.101;,Windows 10 Enterprise,Intercept X Advanced,e104327,"Jul 7, 2023 2:13 PM",,On
Healthy,GJWS-0564,10.65.4.100;,Windows 10 Enterprise,Intercept X Advanced,e102366,"Jul 7, 2023 2:13 PM",,On
Healthy,GJWS-0897,10.42.4.111;,Windows 10 Enterprise,Intercept X Advanced,e000428,"Jul 7, 2023 2:13 PM",,On
Healthy,GJWS-1089,10.64.4.172;,Windows 10 Enterprise,Intercept X Advanced,e103061,"Jul 7, 2023 2:13 PM",,On
Healthy,GJWS-1593,10.51.5.177;,Windows 10 Enterprise,Intercept X Advanced,e017119,"Jul 7, 2023 2:13 PM",,On
Healthy,GJDC01EWS1S,192.168.7.98;,Windows 10 Enterprise,Intercept X Advanced,svc_presezzi,"Jul 7, 2023 2:12 PM",,On
Healthy,GJLT-0575,10.29.5.101;,Windows 10 Enterprise,Intercept X Advanced,e101847,"Jul 7, 2023 2:12 PM",,On
Healthy,GJLT-0828,10.35.4.179;,Windows 10 Enterprise,Intercept X Advanced,e104189,"Jul 7, 2023 2:12 PM",,On
Healthy,GJLT-0929,10.64.5.176;,Windows 10 Enterprise,Intercept X Advanced,e103532,"Jul 7, 2023 2:12 PM",,On
Healthy,GJLT-1074,10.27.4.185;,Windows 10 Enterprise,Intercept X Advanced,e008946,"Jul 7, 2023 2:12 PM",,On
Healthy,GJLT-1401,10.20.4.115;10.20.5.107;,Windows 10 Enterprise,Intercept X Advanced,e006639,"Jul 7, 2023 2:12 PM",,On
Healthy,GJPC-0441,10.18.4.103;,Windows 10 Enterprise,Intercept X Advanced,e101769,"Jul 7, 2023 2:12 PM",,On
Healthy,GJWS-0523,10.55.5.136;,Windows 10 Enterprise,Intercept X Advanced,e023617,"Jul 7, 2023 2:12 PM",,On
Healthy,GJLT-0870,10.29.4.179;,Windows 10 Enterprise,Intercept X Advanced,e101559,"Jul 7, 2023 2:11 PM",,On
Healthy,GJPC-0492,10.56.4.187;,Windows 10 Enterprise,Intercept X Advanced,e104375,"Jul 7, 2023 2:11 PM",,On
Healthy,GJWS-0449,10.51.4.180;,Windows 10 Enterprise,Intercept X Advanced,e022680,"Jul 7, 2023 2:11 PM",,On
Healthy,GJWS-0977,10.31.4.102;,Windows 10 Enterprise,Intercept X Advanced,e021295,"Jul 7, 2023 2:11 PM",,On
Healthy,GJWS-1092,10.55.4.177;,Windows 10 Enterprise,Intercept X Advanced,e007852,"Jul 7, 2023 2:11 PM",,On
Healthy,GJWS-1126,10.64.4.195;,Windows 10 Enterprise,Intercept X Advanced,e103830,"Jul 7, 2023 2:11 PM",,On
