Health Status,Name,IP,OS,Protection,Last user,Last active,Group,Tamper protection
Questionable,GJDC01EWS-Chris,10.11.29.181;,Windows 10 Enterprise,Intercept X Advanced,johnl,"Jul 5, 2023 3:32 PM",,On
Healthy,GJLT-2000,192.168.20.34;10.243.8.83;2406:3400:418:99e0:b26b:7793:1713:39d;2406:3400:418:99e0:ddef:e586:5138:6807,Windows 11 Enterprise,Intercept X Advanced,e102472,"Jul 5, 2023 3:00 PM",,On
Healthy,GJLT-1427,10.20.5.111;10.103.53.111;,Windows 10 Enterprise,Intercept X Advanced,e104077,"Jul 5, 2023 2:51 PM",,On
Healthy,GJLT-1055,10.16.5.104;,Windows 10 Enterprise,Intercept X Advanced,e005583,"Jul 5, 2023 2:06 PM",,On
Healthy,GJLT-0926,10.18.4.178;,Windows 10 Enterprise,Intercept X Advanced,e103113,"Jul 5, 2023 2:03 PM",,On
Healthy,GJPC-0467,10.35.4.183;,Windows 10 Enterprise,Intercept X Advanced,e023950,"Jul 5, 2023 1:23 PM",,On
Healthy,GJWS-0835,10.27.4.176;,Windows 10 Enterprise,Intercept X Advanced,e017452,"Jul 5, 2023 12:34 PM",,On
Healthy,GJLT-0360,10.34.4.182;,Windows 10 Enterprise,Intercept X Advanced,e016383,"Jul 5, 2023 11:22 AM",,On
Healthy,GJLT-1024,10.43.5.103;,Windows 10 Enterprise,Intercept X Advanced,e101699,"Jul 5, 2023 11:22 AM",,On
Healthy,GJLT-1437,10.67.5.175;,Windows 10 Enterprise,Intercept X Advanced,e102400,"Jul 5, 2023 10:17 AM",,On
Healthy,GJLT-1060,192.168.1.129;10.243.9.106;,Windows 10 Enterprise,Intercept X Advanced,e017964,"Jul 5, 2023 9:01 AM",,On
Healthy,GJEF01PC022,192.168.0.115;192.168.0.138;10.243.8.194;2001:8003:e9a6:9b00:2cae:df99:e3be:ca5a;2001:8003:e9a6:9b00:366d:4863:ebfe:4255;2001:8003:e9a6:9b00:13f9:6050:ee97:b3c7;2001:8003:e9a6:9b00:a8d8:42e0:219:2e9a,Windows 10 Enterprise,Intercept X Advanced,diaz,"Jul 4, 2023 9:30 PM",,On
Healthy,GJLT-1526,10.37.4.177;10.37.5.175;,Windows 10 Enterprise,Intercept X Advanced,e007029,"Jul 4, 2023 4:17 PM",,On
Healthy,GJPC-0348,10.27.4.177;10.27.5.178;,Windows 10 Enterprise,Intercept X Advanced,e102808,"Jul 4, 2023 3:28 PM",,On
Healthy,GJPC-0488,10.54.5.193;,Windows 10 Pro,Intercept X Advanced,defaultuser0,"Jul 4, 2023 3:16 PM",,On
Questionable,GJLT-4001,10.56.5.105;10.55.9.20;192.168.71.1;192.168.222.1;,Windows 10 Enterprise,Intercept X Advanced,e103689,"Jul 4, 2023 2:32 PM",,On
Healthy,GJPC-0486,10.54.2.176;,Windows 10 Enterprise,Intercept X Advanced,dem_op,"Jul 4, 2023 1:37 PM",,On
Healthy,GJPC-0465,10.56.5.106;,Windows 10 Enterprise,Intercept X Advanced,e101617,"Jul 4, 2023 1:11 PM",,On
Healthy,GJLT-1210,10.67.4.173;10.0.0.103;10.243.8.7;2001:8003:6049:4500:dd54:d0a:ab7a:5276;2001:8003:6049:4500:ed43:d7ef:78dc:bf68,Windows 10 Enterprise,Intercept X Advanced,e103005,"Jul 4, 2023 10:23 AM",,On
Healthy,GJPC-0423,10.30.5.100;,Windows 10 Enterprise,Intercept X Advanced,e100950,"Jul 4, 2023 9:27 AM",,On
Healthy,GJLT-0945,10.34.5.176;,Windows 10 Enterprise,Intercept X Advanced,trainingpc,"Jul 4, 2023 7:51 AM",,On
Healthy,GJLT-0812,10.61.5.177;,Windows 10 Enterprise,Intercept X Advanced,e018516,"Jul 4, 2023 7:47 AM",,On
Healthy,GJLT-1035,10.45.4.102;,Windows 10 Enterprise,Intercept X Advanced,e103634,"Jul 4, 2023 7:39 AM",,On
Healthy,GJLT-1533,192.168.1.111;10.243.8.230;,Windows 10 Enterprise,Intercept X Advanced,e005708,"Jul 4, 2023 1:41 AM",,On
Healthy,GJPC-0412,192.168.1.105;10.243.10.2;,Windows 11 Enterprise,Intercept X Advanced,e104035,"Jul 3, 2023 9:04 PM",,On
Healthy,GJLT-1604,10.0.0.153;10.243.8.47;,Windows 10 Enterprise,Intercept X Advanced,e101479,"Jul 3, 2023 6:39 PM",,On
Healthy,GJLT-0915,192.168.1.106;10.243.8.18;,Windows 10 Enterprise,Intercept X Advanced,e103541,"Jul 3, 2023 3:34 PM",,On
Healthy,GJLT-0769,10.16.4.175;,Windows 10 Enterprise,Intercept X Advanced,e102647,"Jul 3, 2023 3:02 PM",,On
Healthy,GJLT-1422,10.61.74.133;192.168.0.10;10.243.8.14;,Windows 10 Enterprise,Intercept X Advanced,e101037,"Jul 3, 2023 2:55 PM",,On
Healthy,GJWS-1058,10.39.4.102;,Windows 10 Enterprise,Intercept X Advanced,e103998,"Jul 3, 2023 2:38 PM",,On
Healthy,GJWS-0896,10.42.4.185;,Windows 10 Enterprise,Intercept X Advanced,e103289,"Jul 3, 2023 2:16 PM",,On
Healthy,GJLT-0884,10.30.5.176;,Windows 10 Enterprise,Intercept X Advanced,e104259,"Jul 3, 2023 2:08 PM",,On
Healthy,GJWS-0442,10.56.4.111;,Windows 10 Enterprise,Intercept X Advanced,e104304,"Jul 3, 2023 1:43 PM",,On
Healthy,GJLT-1206,10.54.4.197;192.168.137.1;192.168.139.1;,Windows 10 Enterprise,Intercept X Advanced,ad-e104035,"Jul 3, 2023 1:21 PM",,On
Healthy,GJWS-0797,10.60.4.177;,Windows 10 Pro,Intercept X Advanced,e000684,"Jul 3, 2023 1:02 PM",,On
Healthy,GJPC-0184,10.35.5.177;,Windows 10 Enterprise,Intercept X Advanced,e102536,"Jul 3, 2023 11:31 AM",,On
Healthy,GJPC-0455,10.54.4.170;10.54.5.125;,Windows 10 Enterprise,Intercept X Advanced,e008334,"Jul 3, 2023 9:09 AM",,On
Healthy,GJPC-0197,192.168.1.122;10.243.10.11;,Windows 10 Enterprise,Intercept X Advanced,e100904,"Jul 2, 2023 7:05 PM",,On
Healthy,GJPC-0373,192.168.20.15;10.243.8.107;,Windows 10 Enterprise,Intercept X Advanced,e102483,"Jul 2, 2023 2:25 PM",,On
Healthy,GJLT-1641,192.168.0.58;192.168.86.1;192.168.238.1;2001:8003:7c4a:1000:47a:b6b8:c5a4:6046;2001:8003:7c4a:1000:807f:4b41:f4db:12e8,Windows 10 Enterprise,Intercept X Advanced,e006085,"Jul 1, 2023 7:35 PM",,On
Healthy,GJLT-0392,192.168.0.4;10.243.8.201;,Windows 10 Enterprise,Intercept X Advanced,e102783,"Jun 30, 2023 7:16 PM",,On
Healthy,GJPC-0119,10.18.5.100;,Windows 10 Enterprise,Endpoint Protection,e100946,"Jun 30, 2023 5:58 PM",,On
Questionable,GJWS-1555,10.33.37.41;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 30, 2023 4:31 PM",,On
Healthy,GJPC-0497,10.54.5.198;,Windows 10 Pro,Intercept X Advanced,e104360,"Jun 30, 2023 3:47 PM",,On
Healthy,GJLT-1028,192.168.0.221;2001:8003:7c56:2700:20c3:281e:b174:6411;2001:8003:7c56:2700:29f7:82a:8ef1:734e,Windows 10 Pro,Intercept X Advanced,e100293,"Jun 30, 2023 3:20 PM",,On
Healthy,GJWS-0561,10.55.4.162;,Windows 10 Enterprise,Intercept X Advanced,e101322,"Jun 30, 2023 2:52 PM",,On
Healthy,GJLT-0942,10.35.5.177;,Windows 10 Enterprise,Intercept X Advanced,e003613,"Jun 30, 2023 1:30 PM",,On
Healthy,GJPC-0215,10.55.5.135;,Windows 10 Enterprise,Intercept X Advanced,e018797,"Jun 30, 2023 1:29 PM",,On
Healthy,GJWS-0837,10.27.4.109;,Windows 10 Enterprise,Intercept X Advanced,e102154,"Jun 30, 2023 1:25 PM",,On
Healthy,GJLT-0452,10.55.4.100;,Windows 10 Enterprise,Intercept X Advanced,e017684,"Jun 30, 2023 12:16 PM",,On
Critical,GJLT-1106,10.55.5.175;10.243.8.56;,Windows 10 Enterprise,Intercept X Advanced,e103674,"Jun 30, 2023 11:51 AM",,On
Healthy,GJLT-1421,10.93.177.53;10.243.8.64;,Windows 10 Enterprise,Intercept X Advanced,e101036,"Jun 30, 2023 5:17 AM",,On
Healthy,GJPC-0430,10.35.5.176;,Windows 10 Enterprise,Intercept X Advanced,e103719,"Jun 29, 2023 4:04 PM",,On
Healthy,GJLT-0625,10.54.4.102;10.54.5.217;,Windows 10 Enterprise,Intercept X Advanced,e104035,"Jun 29, 2023 4:01 PM",,On
Healthy,GJLT-1602,10.55.4.68;,Windows 11 Enterprise,Intercept X Advanced,e018797,"Jun 29, 2023 3:54 PM",,On
Healthy,GJWS-0443,10.54.4.123;,Windows 10 Enterprise,Intercept X Advanced,e104180,"Jun 29, 2023 3:51 PM",,On
Questionable,GJWS-0371,10.54.4.104;,Windows 10 Enterprise,Intercept X Advanced,TeamsRoom,"Jun 29, 2023 2:58 PM",,On
Healthy,GJPC-0214,10.47.4.100;10.47.5.104;,Windows 10 Enterprise,Intercept X Advanced,e104296,"Jun 29, 2023 2:41 PM",,On
Healthy,GJPC-0481,10.54.4.202;,Windows 10 Pro,Intercept X Advanced,e102904,"Jun 29, 2023 1:51 PM",,On
Healthy,GJLT-0582,10.54.5.128;,Windows 10 Enterprise,Intercept X Advanced,e103610,"Jun 29, 2023 1:30 PM",,On
Healthy,GJTA-1225,10.55.5.133;,Windows 10 Enterprise,Intercept X Advanced,e101978,"Jun 29, 2023 11:57 AM",,On
Healthy,GJPC-0489,10.36.5.176;,Windows 10 Pro,Intercept X Advanced,e020124,"Jun 29, 2023 11:49 AM",,On
Healthy,GJDC01EWS20V,10.11.52.10;,Windows 10 Enterprise,Intercept X Advanced,ASAAdmin,"Jun 29, 2023 11:42 AM",,On
Healthy,GJLT-1609,172.20.10.3;10.243.8.34;,Windows 10 Enterprise,Intercept X Advanced,e018876,"Jun 29, 2023 9:09 AM",,On
Healthy,GJLT-1537,10.41.5.178;,Windows 10 Enterprise,Intercept X Advanced,e009168,"Jun 28, 2023 6:33 PM",,On
Healthy,GJLT-0997,10.36.4.105;10.36.5.177;,Windows 10 Enterprise,Intercept X Advanced,e102382,"Jun 28, 2023 4:40 PM",,On
Healthy,GJPC-0483,10.54.5.113;10.205.89.14;10.243.10.5;,Windows 10 Pro,Intercept X Advanced,ad-e104035,"Jun 28, 2023 4:25 PM",,On
Healthy,GJPC-0446,192.168.15.10;10.243.10.47;,Windows 10 Enterprise,Intercept X Advanced,jaco91,"Jun 28, 2023 2:56 PM",,On
Healthy,GJPC-0275,10.20.5.112;,Windows 10 Enterprise,Intercept X Advanced,e104184,"Jun 28, 2023 2:46 PM",,On
Healthy,GJLT-1691,10.47.5.101;,Windows 10 Enterprise,Intercept X Advanced,e103168,"Jun 28, 2023 12:59 PM",,On
Healthy,GJWS-0728,10.17.4.175;,Windows 10 Pro,Intercept X Advanced,e103332,"Jun 28, 2023 12:59 PM",,On
Healthy,GJLT-0532,10.54.5.190;,Windows 10 Enterprise,Intercept X Advanced,e023609,"Jun 28, 2023 9:59 AM",,On
Healthy,GJLT-0319,10.54.5.193;,Windows 10 Enterprise,Intercept X Advanced,e103586,"Jun 27, 2023 2:12 PM",,On
Healthy,GJPC-0490,10.54.5.180;,Windows 10 Enterprise Evaluation,Intercept X Advanced,ad-e104035,"Jun 27, 2023 1:54 PM",,On
Healthy,GJLT-0348,10.54.5.120;,Windows 10 Enterprise,Intercept X Advanced,e103100,"Jun 27, 2023 1:42 PM",,On
Healthy,GJLT-0848,10.54.4.209;,Windows 10 Enterprise,Intercept X Advanced,ad-e104035,"Jun 27, 2023 1:23 PM",,On
Healthy,GJLT-0340,10.25.4.181;10.25.5.101;,Windows 10 Enterprise,Intercept X Advanced,e016419,"Jun 27, 2023 11:44 AM",,On
Healthy,GJLT-0779,10.33.4.108;,Windows 10 Enterprise,Intercept X Advanced,e008360,"Jun 27, 2023 10:00 AM",,On
Healthy,GJPC-0371,10.27.5.174;,Windows 10 Enterprise,Intercept X Advanced,e023849,"Jun 27, 2023 9:49 AM",,On
Healthy,GJLT-0874,10.43.5.106;,Windows 10 Enterprise,Intercept X Advanced,e103997,"Jun 26, 2023 6:43 PM",,On
Healthy,GJLT-0356,10.68.4.100;192.168.9.1;192.168.67.1;,Windows 10 Enterprise,Intercept X Advanced,e009789,"Jun 26, 2023 4:15 PM",,On
Healthy,GJWS-1184,10.18.4.181;,Windows 10 Enterprise,Intercept X Advanced,e104045,"Jun 26, 2023 2:49 PM",,On
Healthy,GJLT-0923,10.18.4.184;,Windows 10 Enterprise,Intercept X Advanced,e100659,"Jun 26, 2023 2:09 PM",,On
Healthy,GJPC-0478,10.54.5.105;,Windows 10 Pro,Intercept X Advanced,kioskUser0,"Jun 26, 2023 1:15 PM",,On
Healthy,GJPC-0370,10.58.4.109;10.58.5.178;10.102.31.236;,Windows 10 Enterprise,Intercept X Advanced,e104227,"Jun 26, 2023 8:23 AM",,On
Healthy,GJWS-1218,10.55.4.131;,Windows 10 Enterprise,Intercept X Advanced,e102680,"Jun 26, 2023 7:46 AM",,On
Healthy,GJWS-1674,10.51.5.184;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 25, 2023 10:24 PM",,On
Healthy,P617GJE100,10.59.4.100;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,toolroom2,"Jun 25, 2023 5:49 AM",,On
Healthy,GJLT-0390,10.0.0.24;10.243.8.14;,Windows 10 Enterprise,Intercept X Advanced,e103344,"Jun 24, 2023 7:06 PM",,On
Healthy,GJWS-0937,10.34.4.113;,Windows 10 Enterprise,Intercept X Advanced,e017412,"Jun 23, 2023 4:10 PM",,On
Healthy,GJLT-0459,10.55.4.249;,Windows 10 Enterprise,Intercept X Advanced,e022657,"Jun 23, 2023 4:04 PM",,On
Healthy,GJWS-1081,10.55.4.46;,Windows 10 Enterprise,Intercept X Advanced,e103814,"Jun 23, 2023 4:04 PM",,On
Healthy,GJLT-0619,10.31.4.101;,Windows 10 Enterprise,Intercept X Advanced,e102470,"Jun 23, 2023 2:56 PM",,On
Healthy,GJWS-0934,10.34.4.187;,Windows 10 Enterprise,Intercept X Advanced,e103261,"Jun 23, 2023 2:56 PM",,On
Healthy,GJWS-0389,10.54.4.110;,Windows 10 Enterprise,Intercept X Advanced,e103344,"Jun 23, 2023 2:55 PM",,On
Questionable,GJPC-0426,10.25.4.181;,Windows 10 Enterprise,Intercept X Advanced,e103627,"Jun 23, 2023 2:44 PM",,On
Questionable,GJWS-0544,10.65.4.184;,Windows 10 Enterprise,Intercept X Advanced,e103789,"Jun 23, 2023 2:35 PM",,On
Questionable,GJPC-0398,10.55.5.112;,Windows 10 Enterprise,Intercept X Advanced,e103212,"Jun 23, 2023 7:10 AM",,On
Questionable,GJPC-0476,10.54.4.119;,Windows 10 Enterprise,Intercept X Advanced,e104035,"Jun 22, 2023 2:52 PM",,On
Questionable,GJLT-0855,10.38.5.100;,Windows 10 Enterprise,Intercept X Advanced,e008827,"Jun 22, 2023 12:04 PM",,On
Questionable,GJLT-0419,10.54.4.202;10.54.5.209;,Windows 10 Pro,Intercept X Advanced,e104035,"Jun 22, 2023 10:58 AM",,On
Questionable,GJLT-1517,10.212.136.19;10.243.8.122;,Windows 10 Enterprise,Intercept X Advanced,e011753,"Jun 21, 2023 4:40 PM",,On
Questionable,GJLT-0629,10.33.5.114;,Windows 10 Enterprise,Intercept X Advanced,e100976,"Jun 21, 2023 3:11 PM",,On
Questionable,GJPC-jf1cdiUYWO,10.33.5.116;10.185.45.148;,Windows 10 Pro,Intercept X Advanced,e102375,"Jun 21, 2023 12:18 PM",,On
Questionable,GJPC-0234,10.54.4.153;,Windows 10 Pro,Endpoint Protection,defaultuser0,"Jun 21, 2023 6:30 AM",,On
Questionable,GJWS-0563,10.54.4.120;,Windows 10 Enterprise,Intercept X Advanced,e008288,"Jun 20, 2023 2:23 PM",,On
Questionable,GJLT-1104,10.56.5.176;192.168.174.1;192.168.230.1;,Windows 10 Enterprise,Intercept X Advanced,e021380,"Jun 20, 2023 11:40 AM",,On
Questionable,GJLT-1544,192.168.0.12;10.243.8.66;,Windows 10 Enterprise,Intercept X Advanced,e103814,"Jun 19, 2023 5:48 PM",,On
Questionable,GJPC-0475,10.54.5.113;,Windows 10 Pro,Intercept X Advanced,kioskUser0,"Jun 19, 2023 7:21 AM",,On
Questionable,GJLT-0423,10.54.5.111;,Windows 10 Enterprise,Intercept X Advanced,e102576,"Jun 15, 2023 12:56 PM",,On
Questionable,GJLT-4058,192.168.1.126;10.243.8.34;,Windows 10 Enterprise,Intercept X Advanced,c900125,"Jun 14, 2023 7:47 PM",,On
Questionable,GJWS-0903,10.42.4.181;,Windows 10 Enterprise,Intercept X Advanced,e009109,"Jun 14, 2023 1:09 PM",,On
Questionable,GJDC01EWS-BPari,10.11.29.185;,Windows 10 Enterprise,Intercept X Advanced,johnl,"Jun 14, 2023 12:52 PM",,On
Questionable,GJPC-0460,10.54.4.116;10.54.5.193;,Windows 10 Pro,Intercept X Advanced,e104035,"Jun 14, 2023 10:23 AM",,On
Questionable,GJWS-0592,10.55.4.105;,Windows 10 Enterprise,Intercept X Advanced,e101899,"Jun 13, 2023 3:16 PM",,On
Questionable,GJPC-0317,172.20.10.3;10.243.10.5;,Windows 10 Enterprise,Endpoint Protection,e103384,"Jun 13, 2023 10:37 AM",,On
Questionable,DESKTOP-0ORD7BP,10.54.4.112;,Windows 10 Pro,Intercept X Advanced,defaultuser0,"Jun 12, 2023 2:56 PM",,On
Questionable,GJWS-1672,10.54.4.162;,Windows 10 Enterprise,Intercept X Advanced,e104035,"Jun 12, 2023 2:28 PM",,On
Questionable,GJPC-0445,10.54.5.113;,Windows 10 Enterprise,Intercept X Advanced,dem_test,"Jun 12, 2023 1:48 PM",,On
Questionable,GJTA-1513,10.54.5.175;,Windows 10 Enterprise,Intercept X Advanced,e104035,"Jun 12, 2023 1:34 PM",,On
Questionable,GJTA-0628,10.64.5.192;,Windows 10 Enterprise,Intercept X Advanced,e004635,"Jun 12, 2023 12:10 PM",,On
Questionable,GJLT-0963,172.20.10.6;10.243.8.21;,Windows 10 Enterprise,Intercept X Advanced,e102375,"Jun 10, 2023 10:02 AM",,On
Questionable,GJPC-0334,10.16.4.181;10.16.5.105;,Windows 10 Enterprise,Intercept X Advanced,e022641,"Jun 9, 2023 12:55 PM",,On
Questionable,GJPC-0472,10.54.4.107;,Windows 10 Pro,Intercept X Advanced,e104035,"Jun 8, 2023 2:02 PM",,On
Questionable,GJPC-0471,10.54.4.188;,Windows 10 Pro,Intercept X Advanced,e104035,"Jun 8, 2023 2:01 PM",,On
Questionable,GJPC-0470,10.54.4.114;,Windows 10 Pro,Intercept X Advanced,e103785,"Jun 8, 2023 12:03 PM",,On
Questionable,GJLT-1535,192.168.20.22;10.243.8.93;,Windows 10 Enterprise,Intercept X Advanced,e103275,"Jun 7, 2023 6:53 PM",,On
